"scientific_name","midpoint_cc","releveCode"
"Populus deltoides",47,"Southern Floodplain Forest"
"Populus grandidentata",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Populus grandidentata",1,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Populus tremuloides",1,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Populus tremuloides",2,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Populus tremuloides",15,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Populus tremuloides",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Populus tremuloides",5,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Populus tremuloides",9,"SOUTHERN MESIC PRAIRIE"
"Populus tremuloides",4,"SOUTHERN RICH CONIFER SWAMP"
"Populus tremuloides",1,"SOUTHERN WET ASH SWAMP"
"Populus tremuloides",1,"SOUTHERN WET PRAIRIE"
"Populus tremuloides",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Potentilla argentea",5,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Potentilla arguta",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Potentilla arguta",3,"Dry Sand Gravel Prairie Southern"
"Potentilla arguta",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Potentilla arguta",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Potentilla arguta",2,"SOUTHERN MESIC PRAIRIE"
"Potentilla norvegica",2,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Potentilla norvegica",1,"Southern Floodplain Forest"
"Potentilla palustris",4,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Potentilla palustris",3,"SOUTHERN RICH CONIFER SWAMP"
"Potentilla recta",2,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Potentilla recta",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Potentilla simplex",3,"SOUTHERN MESIC PRAIRIE"
"Potentilla simplex",3,"SOUTHERN WET PRAIRIE"
"Prenanthes alba",2,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Prenanthes alba",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Prenanthes alba",1,"SOUTHERN RICH CONIFER SWAMP"
"Prenanthes alba",1,"SOUTHERN WET ASH SWAMP"
"Prenanthes racemosa",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Prenanthes racemosa",3,"SOUTHERN MESIC PRAIRIE"
"Prenanthes racemosa",1,"SOUTHERN WET PRAIRIE"
"Prunella vulgaris",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Prunella vulgaris",1,"SOUTHERN MESIC PRAIRIE"
"Prunella vulgaris",3,"SOUTHERN RICH CONIFER SWAMP"
"Prunus americana",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Prunus americana",1,"Dry Barrens Prairie Southern"
"Prunus americana",1,"Dry Sand Gravel Prairie Southern"
"Prunus americana",1,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Prunus americana",2,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Prunus americana",1,"SOUTHERN MESIC PRAIRIE"
"Prunus pumila",4,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Prunus pumila",1,"Dry Barrens Prairie Southern"
"Prunus pumila",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Prunus pumila",1,"SOUTHERN MESIC PRAIRIE"
"Prunus serotina",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Prunus serotina",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Prunus serotina",3,"Dry Sand Gravel Prairie Southern"
"Prunus serotina",2,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Prunus serotina",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Prunus serotina",9,"SOUTHERN DRY-MESIC OAK FOREST"
"Prunus serotina",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Prunus serotina",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Prunus serotina",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Prunus virginiana",2,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Prunus virginiana",5,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Prunus virginiana",8,"Dry Sand Gravel Prairie Southern"
"Prunus virginiana",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Prunus virginiana",4,"SOUTHERN DRY-MESIC OAK FOREST"
"Prunus virginiana",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Prunus virginiana",7,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Prunus virginiana",1,"SOUTHERN MESIC PRAIRIE"
"Prunus virginiana",3,"SOUTHERN RICH CONIFER SWAMP"
"Prunus virginiana",8,"SOUTHERN TERRACE FOREST"
"Prunus virginiana",3,"SOUTHERN WET ASH SWAMP"
"Prunus virginiana",15,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Pteridium aquilinum",5,"SOUTHERN DRY-MESIC OAK FOREST"
"Pycnanthemum virginianum",15,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Pycnanthemum virginianum",5,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Pycnanthemum virginianum",3,"SOUTHERN MESIC PRAIRIE"
"Pycnanthemum virginianum",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Pycnanthemum virginianum",7,"SOUTHERN WET PRAIRIE"
"Pyrola asarifolia",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Pyrola asarifolia",3,"SOUTHERN RICH CONIFER SWAMP"
"Pyrola elliptica",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Pyrola elliptica",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Pyrola elliptica",3,"SOUTHERN RICH CONIFER SWAMP"
"Quercus alba",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Quercus alba",46,"SOUTHERN DRY-MESIC OAK FOREST"
"Quercus alba",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Quercus alba",11,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Quercus ellipsoidalis",21,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Quercus ellipsoidalis",20,"Dry Barrens Prairie Southern"
"Quercus ellipsoidalis",2,"Dry Sand Gravel Prairie Southern"
"Quercus ellipsoidalis",2,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Quercus ellipsoidalis",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Quercus ellipsoidalis",8,"SOUTHERN MESIC PRAIRIE"
"Quercus macrocarpa",26,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Quercus macrocarpa",3,"Dry Barrens Prairie Southern"
"Quercus macrocarpa",2,"Dry Sand Gravel Prairie Southern"
"Quercus macrocarpa",4,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Quercus macrocarpa",15,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Quercus macrocarpa",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Quercus macrocarpa",6,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Quercus macrocarpa",2,"SOUTHERN MESIC PRAIRIE"
"Quercus macrocarpa",1,"SOUTHERN WET PRAIRIE"
"Quercus macrocarpa",1,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Quercus rubra",41,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Quercus rubra",1,"Dry Sand Gravel Prairie Southern"
"Quercus rubra",31,"SOUTHERN DRY-MESIC OAK FOREST"
"Quercus rubra",14,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Quercus rubra",39,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Quercus rubra",2,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Ranunculus abortivus",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Ranunculus abortivus",2,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Ranunculus abortivus",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Ranunculus abortivus",3,"SOUTHERN TERRACE FOREST"
"Ranunculus abortivus",3,"SOUTHERN WET ASH SWAMP"
"Ranunculus abortivus",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Ranunculus abortivus",3,"Southern Floodplain Forest"
"Ranunculus hispidus",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Ranunculus hispidus",5,"SOUTHERN WET ASH SWAMP"
"Ranunculus hispidus",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Ranunculus hispidus",3,"Southern Floodplain Forest"
"Ranunculus pensylvanicus",2,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Ranunculus recurvatus",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Ranunculus recurvatus",2,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Ranunculus recurvatus",1,"SOUTHERN RICH CONIFER SWAMP"
"Ranunculus recurvatus",3,"SOUTHERN WET ASH SWAMP"
"Ranunculus rhomboideus",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Ranunculus rhomboideus",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Ranunculus sceleratus",1,"SOUTHERN WET ASH SWAMP"
"Ratibida pinnata",5,"Dry Sand Gravel Prairie Southern"
"Ratibida pinnata",7,"SOUTHERN MESIC PRAIRIE"
"Ratibida pinnata",3,"SOUTHERN WET PRAIRIE"
"Rhamnus alnifolia",3,"SOUTHERN RICH CONIFER SWAMP"
"Rhamnus cathartica",2,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Rhamnus cathartica",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Rhamnus cathartica",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Rhamnus cathartica",7,"SOUTHERN DRY-MESIC OAK FOREST"
"Rhamnus cathartica",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Rhamnus cathartica",4,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Rhamnus cathartica",3,"SOUTHERN MESIC PRAIRIE"
"Rhamnus cathartica",2,"SOUTHERN RICH CONIFER SWAMP"
"Rhamnus cathartica",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Rhamnus cathartica",6,"SOUTHERN TERRACE FOREST"
"Rhamnus cathartica",10,"SOUTHERN WET ASH SWAMP"
"Rhamnus cathartica",9,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Rhamnus cathartica",3,"Southern Floodplain Forest"
"Rhamnus frangula",63,"SOUTHERN RICH CONIFER SWAMP"
"Rhamnus frangula",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Rhamnus frangula",3,"SOUTHERN TERRACE FOREST"
"Rhus glabra",10,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Rhus glabra",3,"Dry Barrens Prairie Southern"
"Rhus glabra",5,"Dry Sand Gravel Prairie Southern"
"Rhus glabra",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Rhus glabra",32,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Rhus glabra",10,"SOUTHERN MESIC PRAIRIE"
"Rhus typhina",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Rhus typhina",1,"SOUTHERN MESIC PRAIRIE"
"Ribes americanum",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Ribes americanum",2,"SOUTHERN RICH CONIFER SWAMP"
"Ribes americanum",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Ribes americanum",5,"SOUTHERN TERRACE FOREST"
"Ribes americanum",9,"SOUTHERN WET ASH SWAMP"
"Ribes cynosbati",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Ribes cynosbati",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Ribes cynosbati",12,"SOUTHERN DRY-MESIC OAK FOREST"
"Ribes cynosbati",4,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Ribes cynosbati",4,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Ribes cynosbati",3,"SOUTHERN TERRACE FOREST"
"Ribes cynosbati",7,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Ribes hirtellum",3,"SOUTHERN RICH CONIFER SWAMP"
"Ribes hirtellum",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Ribes missouriense",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Ribes missouriense",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Ribes missouriense",5,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Ribes missouriense",4,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Ribes missouriense",4,"SOUTHERN TERRACE FOREST"
"Ribes missouriense",3,"SOUTHERN WET ASH SWAMP"
"Ribes missouriense",10,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Ribes triste",3,"SOUTHERN RICH CONIFER SWAMP"
"Ribes triste",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Ribes triste",1,"SOUTHERN WET ASH SWAMP"
"Rosa arkansana",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Rosa arkansana",3,"Dry Barrens Prairie Southern"
"Rosa arkansana",3,"Dry Sand Gravel Prairie Southern"
"Rosa arkansana",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Rosa arkansana",3,"SOUTHERN MESIC PRAIRIE"
"Rosa blanda",1,"SOUTHERN DRY-MESIC OAK FOREST"
"Rosa cmx",3,"Dry Sand Gravel Prairie Southern"
"Rosa cmx",5,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Rosa cmx.",3,"SOUTHERN MESIC PRAIRIE"
"Rubus cm1",1,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Rubus cm1",15,"SOUTHERN DRY-MESIC OAK FOREST"
"Rubus cm1",1,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Rubus cm2",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Rubus idaeus",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Rubus idaeus",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Rubus idaeus",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Rubus idaeus",2,"SOUTHERN DRY-MESIC OAK FOREST"
"Rubus idaeus",6,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Rubus idaeus",5,"SOUTHERN MESIC PRAIRIE"
"Rubus idaeus",5,"SOUTHERN RICH CONIFER SWAMP"
"Rubus idaeus",4,"SOUTHERN SEEPAGE MEADOW/CARR"
"Rubus idaeus",1,"SOUTHERN WET ASH SWAMP"
"Rubus idaeus",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Rubus occidentalis",4,"Dry Sand Gravel Prairie Southern"
"Rubus occidentalis",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Rubus occidentalis",1,"SOUTHERN MESIC PRAIRIE"
"Rubus pubescens",9,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Rubus pubescens",6,"SOUTHERN RICH CONIFER SWAMP"
"Rubus pubescens",4,"SOUTHERN SEEPAGE MEADOW/CARR"
"Rubus pubescens",2,"SOUTHERN WET ASH SWAMP"
"Rubus pubescens",4,"SOUTHERN WET PRAIRIE"
"Rubus pubescens",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Rudbeckia hirta",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Rudbeckia hirta",3,"Dry Sand Gravel Prairie Southern"
"Rudbeckia hirta",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Rudbeckia hirta",2,"SOUTHERN MESIC PRAIRIE"
"Rudbeckia laciniata",2,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Rudbeckia laciniata",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Rudbeckia laciniata",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Rudbeckia laciniata",4,"SOUTHERN TERRACE FOREST"
"Rudbeckia laciniata",5,"SOUTHERN WET ASH SWAMP"
"Rudbeckia laciniata",3,"SOUTHERN WET PRAIRIE"
"Rudbeckia laciniata",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Rudbeckia laciniata",5,"Southern Floodplain Forest"
"Rumex acetosella",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Rumex acetosella",38,"Dry Sand Gravel Prairie Southern"
"Rumex acetosella",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Rumex acetosella",3,"SOUTHERN RICH CONIFER SWAMP"
"Rumex crispus",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Rumex orbiculatus",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Rumex orbiculatus",2,"SOUTHERN RICH CONIFER SWAMP"
"Rumex orbiculatus",2,"SOUTHERN SEEPAGE MEADOW/CARR"
"Rumex orbiculatus",3,"SOUTHERN WET ASH SWAMP"
"Sagittaria latifolia",14,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Sagittaria latifolia",2,"SOUTHERN RICH CONIFER SWAMP"
"Sagittaria latifolia",21,"SOUTHERN SEEPAGE MEADOW/CARR"
"Sagittaria latifolia",3,"SOUTHERN WET ASH SWAMP"
"Salix amygdaloides",6,"SOUTHERN SEEPAGE MEADOW/CARR"
"Salix bebbiana",5,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Salix bebbiana",20,"SOUTHERN SEEPAGE MEADOW/CARR"
"Salix bebbiana",6,"SOUTHERN WET PRAIRIE"
"Salix candida",2,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Salix candida",3,"SOUTHERN RICH CONIFER SWAMP"
"Salix candida",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Salix discolor",7,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Salix discolor",10,"SOUTHERN RICH CONIFER SWAMP"
"Salix discolor",47,"SOUTHERN SEEPAGE MEADOW/CARR"
"Salix discolor",6,"SOUTHERN WET PRAIRIE"
"Salix eriocephala",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Salix eriocephala",5,"SOUTHERN RICH CONIFER SWAMP"
"Salix eriocephala",5,"SOUTHERN SEEPAGE MEADOW/CARR"
"Salix exigua",5,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Salix exigua",3,"Southern Floodplain Forest"
"Salix humilis",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Salix humilis",3,"Dry Barrens Prairie Southern"
"Salix humilis",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Salix humilis",5,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Salix humilis",3,"SOUTHERN MESIC PRAIRIE"
"Salix nigra",20,"SOUTHERN TERRACE FOREST"
"Salix nigra",1,"SOUTHERN WET ASH SWAMP"
"Salix nigra",38,"Southern Floodplain Forest"
"Salix pedicellaris",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Salix pedicellaris",9,"SOUTHERN RICH CONIFER SWAMP"
"Salix petiolaris",12,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Salix petiolaris",4,"SOUTHERN RICH CONIFER SWAMP"
"Salix petiolaris",38,"SOUTHERN SEEPAGE MEADOW/CARR"
"Salix petiolaris",6,"SOUTHERN WET PRAIRIE"
"Salix serissima",5,"SOUTHERN SEEPAGE MEADOW/CARR"
"Salsola tragus",1,"Dry Barrens Prairie Southern"
"Salsola tragus",1,"Dry Sand Gravel Prairie Southern"
"Salsola tragus",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Sambucus canadensis",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Sambucus canadensis",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Sambucus canadensis",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Sambucus canadensis",3,"SOUTHERN TERRACE FOREST"
"Sambucus racemosa",5,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Sambucus racemosa",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Sambucus racemosa",6,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Sambucus racemosa",2,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Sambucus racemosa",2,"SOUTHERN TERRACE FOREST"
"Sambucus racemosa",1,"SOUTHERN WET ASH SWAMP"
"Sambucus racemosa",21,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Sanguinaria canadensis",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Sanguinaria canadensis",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Sanguinaria canadensis",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Sanguinaria canadensis",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Sanguinaria canadensis",3,"SOUTHERN TERRACE FOREST"
"Sanguinaria canadensis",3,"SOUTHERN WET ASH SWAMP"
"Sanguinaria canadensis",7,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Sanicula canadensis",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Sanicula gregaria",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Sanicula gregaria",2,"SOUTHERN DRY-MESIC OAK FOREST"
"Sanicula gregaria",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Sanicula gregaria",4,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Sanicula gregaria",15,"SOUTHERN TERRACE FOREST"
"Sanicula gregaria",3,"SOUTHERN WET ASH SWAMP"
"Sanicula marilandica",2,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Sanicula marilandica",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Sanicula marilandica",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Sanicula marilandica",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Sanicula marilandica",1,"SOUTHERN WET ASH SWAMP"
"Sanicula marilandica",15,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Saxifraga pensylvanica",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Saxifraga pensylvanica",3,"SOUTHERN RICH CONIFER SWAMP"
"Saxifraga pensylvanica",2,"SOUTHERN SEEPAGE MEADOW/CARR"
"Saxifraga pensylvanica",1,"SOUTHERN WET ASH SWAMP"
"Saxifraga pensylvanica",3,"SOUTHERN WET PRAIRIE"
"Scheuchzeria palustris",3,"SOUTHERN RICH CONIFER SWAMP"
"Schizachne purpurascens",4,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Schizachyrium scoparium",7,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Schizachyrium scoparium",12,"Dry Barrens Prairie Southern"
"Schizachyrium scoparium",39,"Dry Sand Gravel Prairie Southern"
"Schizachyrium scoparium",19,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Schizachyrium scoparium",22,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Schizachyrium scoparium",13,"SOUTHERN MESIC PRAIRIE"
"Scirpus acutus",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Scirpus acutus",39,"SOUTHERN SEEPAGE MEADOW/CARR"
"Scirpus atrocinctus",1,"SOUTHERN SEEPAGE MEADOW/CARR"
"Scirpus atrovirens",15,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Scirpus atrovirens",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Scirpus atrovirens",1,"SOUTHERN WET PRAIRIE"
"Scirpus cyperinus",13,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Scirpus cyperinus",1,"SOUTHERN WET PRAIRIE"
"Scirpus microcarpus",15,"SOUTHERN WET ASH SWAMP"
"Scirpus pungens",5,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Scirpus validus",9,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Scleria triglomerata",1,"SOUTHERN WET PRAIRIE"
"Scutellaria galericulata",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Scutellaria galericulata",2,"SOUTHERN RICH CONIFER SWAMP"
"Scutellaria galericulata",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Scutellaria lateriflora",7,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Scutellaria lateriflora",2,"SOUTHERN RICH CONIFER SWAMP"
"Scutellaria lateriflora",2,"SOUTHERN WET ASH SWAMP"
"Scutellaria lateriflora",6,"Southern Floodplain Forest"
"Scutellaria leonardi",2,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Scutellaria leonardi",3,"Dry Barrens Prairie Southern"
"Scutellaria leonardi",1,"Dry Sand Gravel Prairie Southern"
"Scutellaria leonardi",4,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Scutellaria leonardi",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Scutellaria leonardi",2,"SOUTHERN MESIC PRAIRIE"
"Scutellaria parvula",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Scutellaria parvula",3,"SOUTHERN WET PRAIRIE"
"Selaginella rupestris",8,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Selaginella rupestris",14,"Dry Barrens Prairie Southern"
