"scientific_name","midpoint_cc","releveCode"
"Galium aparine",3,"SOUTHERN RICH CONIFER SWAMP"
"Galium aparine",7,"SOUTHERN TERRACE FOREST"
"Galium aparine",3,"SOUTHERN WET ASH SWAMP"
"Galium aparine",5,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Galium asprellum",3,"SOUTHERN WET ASH SWAMP"
"Galium boreale",8,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Galium boreale",2,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Galium boreale",9,"SOUTHERN MESIC PRAIRIE"
"Galium boreale",3,"SOUTHERN RICH CONIFER SWAMP"
"Galium boreale",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Galium concinnum",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Galium concinnum",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Galium concinnum",4,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Galium concinnum",3,"SOUTHERN WET ASH SWAMP"
"Galium labradoricum",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Galium labradoricum",1,"SOUTHERN RICH CONIFER SWAMP"
"Galium labradoricum",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Galium obtusum",3,"SOUTHERN RICH CONIFER SWAMP"
"Galium obtusum",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Galium obtusum",5,"SOUTHERN WET ASH SWAMP"
"Galium tinctorium",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Galium trifidum",4,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Galium triflorum",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Galium triflorum",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Galium triflorum",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Galium triflorum",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Galium triflorum",3,"SOUTHERN MESIC PRAIRIE"
"Galium triflorum",3,"SOUTHERN RICH CONIFER SWAMP"
"Galium triflorum",4,"SOUTHERN SEEPAGE MEADOW/CARR"
"Galium triflorum",3,"SOUTHERN TERRACE FOREST"
"Galium triflorum",3,"SOUTHERN WET ASH SWAMP"
"Galium triflorum",5,"SOUTHERN WET PRAIRIE"
"Galium triflorum",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Gentiana billingtonii",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Gentiana billingtonii",3,"SOUTHERN MESIC PRAIRIE"
"Gentiana billingtonii",3,"SOUTHERN WET PRAIRIE"
"Gentianopsis procera",2,"SOUTHERN WET PRAIRIE"
"Geranium maculatum",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Geranium maculatum",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Geranium maculatum",7,"SOUTHERN DRY-MESIC OAK FOREST"
"Geranium maculatum",6,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Geranium maculatum",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Geranium maculatum",3,"SOUTHERN TERRACE FOREST"
"Geranium maculatum",3,"SOUTHERN WET ASH SWAMP"
"Geranium maculatum",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Geum aleppicum",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Geum aleppicum",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Geum aleppicum",1,"SOUTHERN WET PRAIRIE"
"Geum canadense",2,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Geum canadense",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Geum canadense",2,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Geum canadense",2,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Geum canadense",1,"SOUTHERN RICH CONIFER SWAMP"
"Geum canadense",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Geum canadense",4,"SOUTHERN TERRACE FOREST"
"Geum canadense",5,"SOUTHERN WET ASH SWAMP"
"Geum canadense",3,"SOUTHERN WET PRAIRIE"
"Geum canadense",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Geum triflorum",1,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Geum triflorum",3,"Dry Barrens Prairie Southern"
"Geum triflorum",7,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Geum triflorum",1,"SOUTHERN MESIC PRAIRIE"
"Glechoma hederacea",3,"Dry Sand Gravel Prairie Southern"
"Glechoma hederacea",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Glechoma hederacea",15,"SOUTHERN TERRACE FOREST"
"Glechoma hederacea",5,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Glechoma hederacea",12,"Southern Floodplain Forest"
"Glyceria canadensis",20,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Glyceria canadensis",3,"SOUTHERN RICH CONIFER SWAMP"
"Glyceria grandis",2,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Glyceria striata",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Glyceria striata",3,"SOUTHERN RICH CONIFER SWAMP"
"Glyceria striata",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Glyceria striata",3,"SOUTHERN TERRACE FOREST"
"Glyceria striata",4,"SOUTHERN WET ASH SWAMP"
"Glyceria striata",3,"SOUTHERN WET PRAIRIE"
"Glycyrrhiza lepidota",3,"SOUTHERN MESIC PRAIRIE"
"Gnaphalium obtusifolium",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Gnaphalium obtusifolium",3,"Dry Barrens Prairie Southern"
"Gnaphalium obtusifolium",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Habenaria flava",2,"SOUTHERN WET PRAIRIE"
"Habenaria hyperborea",3,"SOUTHERN RICH CONIFER SWAMP"
"Habenaria hyperborea",2,"SOUTHERN SEEPAGE MEADOW/CARR"
"Habenaria lacera",3,"SOUTHERN WET PRAIRIE"
"Habenaria psycodes",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Habenaria psycodes",3,"SOUTHERN WET PRAIRIE"
"Hackelia cmx.",2,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Hackelia cmx.",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Hackelia cmx.",3,"Southern Floodplain Forest"
"Hackelia spp.",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Hackelia spp.",2,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Hackelia spp.",3,"SOUTHERN TERRACE FOREST"
"Hackelia spp.",1,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Hedeoma hispida",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Hedeoma hispida",4,"Dry Barrens Prairie Southern"
"Hedeoma hispida",4,"Dry Sand Gravel Prairie Southern"
"Hedeoma hispida",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Hedeoma hispida",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Hedeoma hispida",3,"SOUTHERN MESIC PRAIRIE"
"Helenium autumnale",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Helenium autumnale",1,"SOUTHERN MESIC PRAIRIE"
"Helenium autumnale",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Helenium autumnale",1,"SOUTHERN WET PRAIRIE"
"Helenium autumnale",3,"Southern Floodplain Forest"
"Helianthemum bicknellii",4,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Helianthemum bicknellii",12,"Dry Barrens Prairie Southern"
"Helianthemum bicknellii",3,"Dry Sand Gravel Prairie Southern"
"Helianthemum bicknellii",4,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Helianthemum bicknellii",4,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Helianthus giganteus",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Helianthus giganteus",3,"SOUTHERN MESIC PRAIRIE"
"Helianthus giganteus",10,"SOUTHERN SEEPAGE MEADOW/CARR"
"Helianthus giganteus",8,"SOUTHERN WET PRAIRIE"
"Helianthus grosseserratus",5,"SOUTHERN SEEPAGE MEADOW/CARR"
"Helianthus grosseserratus",5,"SOUTHERN WET PRAIRIE"
"Helianthus hirsutus",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Helianthus maximiliani",20,"SOUTHERN MESIC PRAIRIE"
"Helianthus pauciflorus",2,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Helianthus pauciflorus",6,"Dry Barrens Prairie Southern"
"Helianthus pauciflorus",6,"Dry Sand Gravel Prairie Southern"
"Helianthus pauciflorus",5,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Helianthus pauciflorus",15,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Helianthus pauciflorus",5,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Helianthus pauciflorus",5,"SOUTHERN MESIC PRAIRIE"
"Heliopsis helianthoides",3,"SOUTHERN MESIC PRAIRIE"
"Hesperis matronalis",9,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Heuchera richardsonii",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Heuchera richardsonii",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Heuchera richardsonii",2,"SOUTHERN MESIC PRAIRIE"
"Hieracium kalmii",2,"SOUTHERN MESIC PRAIRIE"
"Hieracium kalmii",3,"SOUTHERN WET PRAIRIE"
"Hieracium longipilum",1,"Dry Barrens Prairie Southern"
"Hieracium longipilum",5,"Dry Sand Gravel Prairie Southern"
"Hierochloe odorata",4,"SOUTHERN WET PRAIRIE"
"Hudsonia tomentosa",6,"Dry Barrens Prairie Southern"
"Humulus lupulus",1,"SOUTHERN SEEPAGE MEADOW/CARR"
"Hydrocotyle americana",5,"SOUTHERN WET ASH SWAMP"
"Hydrophyllum virginianum",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Hydrophyllum virginianum",4,"SOUTHERN DRY-MESIC OAK FOREST"
"Hydrophyllum virginianum",13,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Hydrophyllum virginianum",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Hydrophyllum virginianum",18,"SOUTHERN TERRACE FOREST"
"Hydrophyllum virginianum",3,"SOUTHERN WET ASH SWAMP"
"Hydrophyllum virginianum",23,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Hypericum majus",5,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Hypericum majus",1,"SOUTHERN RICH CONIFER SWAMP"
"Hypericum perforatum",5,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Hypoxis hirsuta",3,"SOUTHERN MESIC PRAIRIE"
"Hypoxis hirsuta",5,"SOUTHERN WET PRAIRIE"
"Ilex verticillata",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Ilex verticillata",3,"SOUTHERN RICH CONIFER SWAMP"
"Impatiens cmx.",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Impatiens cmx.",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Impatiens cmx.",14,"SOUTHERN RICH CONIFER SWAMP"
"Impatiens cmx.",14,"SOUTHERN SEEPAGE MEADOW/CARR"
"Impatiens cmx.",20,"SOUTHERN WET ASH SWAMP"
"Impatiens cmx.",15,"Southern Floodplain Forest"
"Impatiens spp.",10,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Impatiens spp.",4,"SOUTHERN DRY-MESIC OAK FOREST"
"Impatiens spp.",4,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Impatiens spp.",15,"SOUTHERN TERRACE FOREST"
"Iris versicolor",2,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Iris versicolor",1,"SOUTHERN SEEPAGE MEADOW/CARR"
"Iris versicolor",4,"SOUTHERN WET ASH SWAMP"
"Iris versicolor",3,"SOUTHERN WET PRAIRIE"
"Iris virginica",1,"SOUTHERN SEEPAGE MEADOW/CARR"
"Iris virginica",3,"SOUTHERN WET PRAIRIE"
"Isanthus brachiatus",3,"Dry Sand Gravel Prairie Southern"
"Juglans cinerea",1,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Juglans cinerea",1,"SOUTHERN DRY-MESIC OAK FOREST"
"Juglans cinerea",2,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Juglans cinerea",1,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Juglans cinerea",1,"SOUTHERN WET ASH SWAMP"
"Juglans cinerea",10,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Juglans nigra",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Juglans nigra",1,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Juncus canadensis",15,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Juncus dudleyi",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Juncus dudleyi",3,"SOUTHERN WET PRAIRIE"
"Juncus greenei",2,"SOUTHERN MESIC PRAIRIE"
"Juncus nodosus",3,"SOUTHERN WET PRAIRIE"
"Juncus tenuis",3,"SOUTHERN WET PRAIRIE"
"Juncus vaseyi",3,"SOUTHERN WET PRAIRIE"
"Juniperus virginiana",2,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Juniperus virginiana",2,"Dry Barrens Prairie Southern"
"Juniperus virginiana",2,"Dry Sand Gravel Prairie Southern"
"Juniperus virginiana",7,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Juniperus virginiana",6,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Juniperus virginiana",3,"SOUTHERN MESIC PRAIRIE"
"Koeleria pyramidata",5,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Koeleria pyramidata",11,"Dry Barrens Prairie Southern"
"Koeleria pyramidata",5,"Dry Sand Gravel Prairie Southern"
"Koeleria pyramidata",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Koeleria pyramidata",2,"SOUTHERN MESIC PRAIRIE"
"Krigia biflora",1,"SOUTHERN MESIC PRAIRIE"
"Krigia biflora",4,"SOUTHERN WET PRAIRIE"
"Kuhnia eupatorioides",4,"Dry Sand Gravel Prairie Southern"
"Kuhnia eupatorioides",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Kuhnia eupatorioides",5,"SOUTHERN MESIC PRAIRIE"
"Lactuca spp.",2,"Dry Sand Gravel Prairie Southern"
"Lactuca spp.",2,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Lactuca spp.",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Lactuca spp.",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Lactuca spp.",3,"SOUTHERN MESIC PRAIRIE"
"Lactuca spp.",3,"SOUTHERN RICH CONIFER SWAMP"
"Lactuca spp.",1,"SOUTHERN SEEPAGE MEADOW/CARR"
"Laportea canadensis",1,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Laportea canadensis",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Laportea canadensis",17,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Laportea canadensis",6,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Laportea canadensis",32,"SOUTHERN TERRACE FOREST"
"Laportea canadensis",7,"SOUTHERN WET ASH SWAMP"
"Laportea canadensis",21,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Laportea canadensis",23,"Southern Floodplain Forest"
"Larix laricina",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Larix laricina",35,"SOUTHERN RICH CONIFER SWAMP"
"Larix laricina",2,"SOUTHERN SEEPAGE MEADOW/CARR"
"Lathyrus ochroleucus",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Lathyrus ochroleucus",1,"SOUTHERN DRY-MESIC OAK FOREST"
"Lathyrus palustris",2,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Lathyrus palustris",2,"SOUTHERN MESIC PRAIRIE"
"Lathyrus palustris",3,"SOUTHERN RICH CONIFER SWAMP"
"Lathyrus palustris",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Lathyrus palustris",2,"SOUTHERN WET PRAIRIE"
"Lathyrus venosus",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Lathyrus venosus",3,"Dry Sand Gravel Prairie Southern"
"Lathyrus venosus",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Lathyrus venosus",2,"SOUTHERN MESIC PRAIRIE"
"Lathyrus venosus",3,"SOUTHERN WET PRAIRIE"
"Lechea stricta",2,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Lechea stricta",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Lechea stricta",5,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Ledum groenlandicum",2,"SOUTHERN RICH CONIFER SWAMP"
"Leersia oryzoides",8,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Leersia oryzoides",19,"SOUTHERN RICH CONIFER SWAMP"
"Leersia oryzoides",4,"SOUTHERN SEEPAGE MEADOW/CARR"
"Leersia oryzoides",3,"SOUTHERN WET ASH SWAMP"
"Leersia oryzoides",2,"SOUTHERN WET PRAIRIE"
"Leersia oryzoides",15,"Southern Floodplain Forest"
"Leersia virginica",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Leersia virginica",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Leersia virginica",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Leersia virginica",3,"SOUTHERN WET ASH SWAMP"
"Leersia virginica",30,"Southern Floodplain Forest"
"Lemna spp.",2,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Lemna spp.",15,"SOUTHERN WET ASH SWAMP"
"Leonurus cardiaca",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Leonurus cardiaca",1,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Leonurus cardiaca",3,"SOUTHERN TERRACE FOREST"
"Leonurus cardiaca",1,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Leonurus cardiaca",3,"Southern Floodplain Forest"
"Lepidium densiflorum",1,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Lepidium densiflorum",3,"Dry Barrens Prairie Southern"
"Lepidium densiflorum",20,"Dry Sand Gravel Prairie Southern"
"Lepidium virginicum",3,"Dry Barrens Prairie Southern"
"Leptoloma cognatum",7,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Lespedeza capitata",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Lespedeza capitata",5,"Dry Barrens Prairie Southern"
"Lespedeza capitata",8,"Dry Sand Gravel Prairie Southern"
"Lespedeza capitata",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Lespedeza capitata",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Lespedeza capitata",3,"SOUTHERN MESIC PRAIRIE"
"Liatris aspera",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Liatris aspera",3,"Dry Barrens Prairie Southern"
"Liatris aspera",2,"Dry Sand Gravel Prairie Southern"
"Liatris aspera",4,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Liatris aspera",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Liatris aspera",3,"SOUTHERN MESIC PRAIRIE"
"Liatris cylindracea",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Liatris ligulistylis",3,"SOUTHERN MESIC PRAIRIE"
"Liatris ligulistylis",3,"SOUTHERN WET PRAIRIE"
"Liatris punctata",2,"Dry Barrens Prairie Southern"
"Liatris punctata",4,"Dry Sand Gravel Prairie Southern"
"Liatris punctata",4,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Liatris pycnostachya",2,"SOUTHERN MESIC PRAIRIE"
"Liatris pycnostachya",5,"SOUTHERN WET PRAIRIE"
"Lilium michiganense",1,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Lilium michiganense",3,"SOUTHERN TERRACE FOREST"
"Lilium michiganense",3,"SOUTHERN WET ASH SWAMP"
"Lilium michiganense",1,"SOUTHERN WET PRAIRIE"
"Lilium philadelphicum",2,"SOUTHERN MESIC PRAIRIE"
"Linaria canadensis",5,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Linaria vulgaris",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Linum sulcatum",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Linum sulcatum",3,"Dry Sand Gravel Prairie Southern"
"Linum sulcatum",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Liparis loeselii",3,"SOUTHERN RICH CONIFER SWAMP"
"Liparis loeselii",2,"SOUTHERN SEEPAGE MEADOW/CARR"
"Liparis loeselii",1,"SOUTHERN WET PRAIRIE"
"Lithospermum canescens",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Lithospermum canescens",3,"SOUTHERN MESIC PRAIRIE"
"Lithospermum caroliniense",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Lithospermum caroliniense",3,"Dry Barrens Prairie Southern"
"Lithospermum caroliniense",3,"Dry Sand Gravel Prairie Southern"
"Lithospermum caroliniense",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Lithospermum caroliniense",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Lithospermum caroliniense",3,"SOUTHERN MESIC PRAIRIE"
"Lithospermum incisum",1,"Dry Barrens Prairie Southern"
"Lithospermum incisum",2,"Dry Sand Gravel Prairie Southern"
"Lithospermum incisum",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Lobelia cardinalis",5,"Southern Floodplain Forest"
"Lobelia siphilitica",2,"SOUTHERN SEEPAGE MEADOW/CARR"
"Lobelia siphilitica",1,"SOUTHERN WET PRAIRIE"
"Lobelia spicata",2,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Lobelia spicata",3,"SOUTHERN MESIC PRAIRIE"
"Lobelia spicata",3,"SOUTHERN WET PRAIRIE"
"Lonicera caerulea",1,"SOUTHERN RICH CONIFER SWAMP"
"Lonicera canadensis",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Lonicera dioica",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Lonicera dioica",3,"SOUTHERN RICH CONIFER SWAMP"
"Lonicera prolifera",15,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Lonicera tatarica",2,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Lonicera tatarica",1,"Dry Sand Gravel Prairie Southern"
"Lonicera tatarica",2,"SOUTHERN DRY-MESIC OAK FOREST"
"Lonicera tatarica",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Lonicera tatarica",3,"SOUTHERN MESIC PRAIRIE"
"Lonicera tatarica",3,"SOUTHERN TERRACE FOREST"
"Lonicera tatarica",9,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Lycopus americanus",4,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Lycopus americanus",4,"SOUTHERN RICH CONIFER SWAMP"
"Lycopus americanus",4,"SOUTHERN SEEPAGE MEADOW/CARR"
"Lycopus americanus",5,"SOUTHERN WET PRAIRIE"
"Lycopus asper",15,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Lycopus uniflorus",8,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Lycopus uniflorus",3,"SOUTHERN RICH CONIFER SWAMP"
"Lycopus uniflorus",4,"SOUTHERN SEEPAGE MEADOW/CARR"
"Lycopus uniflorus",3,"SOUTHERN WET ASH SWAMP"
"Lycopus uniflorus",3,"SOUTHERN WET PRAIRIE"
"Lycopus uniflorus",3,"Southern Floodplain Forest"
"Lycopus virginicus",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Lygodesmia juncea",3,"Dry Barrens Prairie Southern"
"Lysimachia ciliata",5,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Lysimachia ciliata",2,"SOUTHERN SEEPAGE MEADOW/CARR"
"Lysimachia ciliata",3,"SOUTHERN WET ASH SWAMP"
"Lysimachia ciliata",3,"SOUTHERN WET PRAIRIE"
"Lysimachia nummularia",15,"SOUTHERN WET ASH SWAMP"
"Lysimachia nummularia",3,"Southern Floodplain Forest"
"Lysimachia quadriflora",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Lysimachia quadriflora",4,"SOUTHERN WET PRAIRIE"
"Lysimachia terrestris",2,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Lysimachia thyrsiflora",4,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Lysimachia thyrsiflora",3,"SOUTHERN RICH CONIFER SWAMP"
"Lysimachia thyrsiflora",6,"SOUTHERN SEEPAGE MEADOW/CARR"
"Lythrum alatum",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Lythrum alatum",3,"SOUTHERN WET PRAIRIE"
"Lythrum salicaria",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Maianthemum canadense",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Maianthemum canadense",3,"SOUTHERN DRY-MESIC OAK FOREST"
